Time,x (km),y (km),z (km),Dx (km/s),Dy (km/s),Dz (km/s),Distance (km),Vel. (km/s)
2024-073/00:00.000000,-148569004.5071396,18005668.77066949,8080663.134526769,-4.459952452015516,-27.73053460579738,-11.90887140592407,149874114.9258778,30.507293284727854
2024-074/00:00.000000,-148931607.2062384,15606970.65785965,7050278.739048239,-3.933421524337562,-27.79346572121843,-11.94204859556566,149913000.06486043,30.50509902202446
2024-075/00:00.000000,-149248664.0781089,13203220.93178607,6017183.553437904,-3.405683161752912,-27.84747650251644,-11.97162188988583,149952309.98550677,30.502464753374376
2024-076/00:00.000000,-149520079.0511649,10795193.20802366,4981690.743889467,-2.876927121800808,-27.89248816622548,-11.9975448197729,149992024.71642587,30.49932273788454
2024-077/00:00.000000,-149745772.6794332,8383666.621980472,3944116.971338031,-2.347350114248925,-27.92846469085011,-12.01978837005052,150032124.42697924,30.495647312489165
2024-078/00:00.000000,-149925682.6027037,5969423.061715759,2904781.279407633,-1.817151525890647,-27.95537689586818,-12.03832558798764,150072589.33548653,30.49141551355865
2024-079/00:00.000000,-150059763.8881164,3553246.744990678,1864005.013355525,-1.286533528492524,-27.97320303444063,-12.05313204217546,150113399.8525043,30.486607691773294
2024-080/00:00.000000,-150147989.04563,1135923.307315194,822111.4259518649,-0.7557004784284221,-27.98192938736749,-12.06418619082471,150154536.40634173,30.481208045279356
2024-081/00:00.000000,-150190348.4712917,-1281760.756473887,-220574.4553503651,-0.2248596218313446,-27.98155180469085,-12.07146983566104,150195979.7652894,30.47520610662711
2024-082/00:00.000000,-150186850.5661043,-3699019.069756005,-1263726.188703074,0.3057784542102921,-27.97207696393684,-12.07496800272712,150237711.07456267,30.46859764423609
2024-083/00:00.000000,-150137522.0552092,-6115066.364220144,-2307016.170113825,0.8359985360535984,-27.95352348461885,-12.07466804100302,150279712.16743267,30.461385015423065
2024-084/00:00.000000,-150042408.6619672,-8529119.494034281,-3350115.703150801,1.365579182888004,-27.92592237605806,-12.0705579044936,150321966.29785275,30.45357639398188
2024-085/00:00.000000,-149901575.3027585,-10940398.4575087,-4392695.044829138,1.894293134194574,-27.88931478810942,-12.06262406471272,150364458.4548307,30.445182297944974
2024-086/00:00.000000,-149715106.9257337,-13348127.15192796,-5434423.145310333,2.421909237043667,-27.84374879911031,-12.05085077859828,150407176.34198904,30.436211919824665
2024-087/00:00.000000,-149483108.3232715,-15751533.76164527,-6474967.569855148,2.948197878115215,-27.78927543816613,-12.03522184260273,150450110.31854331,30.426670289524754
2024-088/00:00.000000,-149205703.827378,-18149850.93991137,-7513994.597657654,3.472936085150879,-27.72594738494209,-12.01572424596333,150493253.1995301,30.41655918408838
2024-089/00:00.000000,-148883036.7605064,-20542316.06091493,-8551169.651555093,3.995910745663263,-27.65382056430746,-11.99235175192553,150536599.82405108,30.40588092840154
2024-090/00:00.000000,-148515268.2445829,-22928171.44555631,-9586157.93841298,4.5169188438286,-27.57295599571843,-11.96510594320192,150580146.007425,30.39464127795564
2024-091/00:00.000000,-148102576.708979,-25306665.12494082,-10618625.17910791,5.035766165973198,-27.48342222324401,-11.93399614371965,150623888.30553836,30.38285210341153
2024-092/00:00.000000,-147645156.9536689,-27677051.27425338,-11648238.13594888,5.552265583413018,-27.38529503265741,-11.89903762260507,150667823.34255362,30.370530674958815
2024-093/00:00.000000,-147143219.6862659,-30038590.92532237,-12674665.10236033,6.066235841551848,-27.27865728617057,-11.86025037282723,150711947.7011579,30.35769918040271
2024-094/00:00.000000,-146596991.0861908,-32390552.66217662,-13697576.31533924,6.577501204533074,-27.16359821011202,-11.81765817947424,150756257.89399418,30.34438390646496
2024-095/00:00.000000,-146006712.2780633,-34732212.7922511,-14716644.1021973,7.085890472557624,-27.04021180343377,-11.77128758381415,150800750.16168225,30.330613405345087
2024-096/00:00.000000,-145372638.9219145,-37062856.18280754,-15731543.31008938,7.591238049216176,-26.90859654868057,-11.72116778256204,150845420.58168694,30.31641861312945
2024-097/00:00.000000,-144695040.8689291,-39381776.17470741,-16741951.31680595,8.093382481280193,-26.7688541461021,-11.66733006983348,150890265.0293587,30.301831351289994
2024-098/00:00.000000,-143974201.6581619,-41688275.06512472,-17747548.31455606,8.592167303676653,-26.62108886510672,-11.60980768109338,150935279.1503301,30.286884054492205
2024-099/00:00.000000,-143210418.0691698,-43981664.28490153,-18748017.46240145,9.087440858919196,-26.46540652198228,-11.5486354644181,150980458.3235416,30.271608890644575
2024-100/00:00.000000,-142404000.0097761,-46261264.42682087,-19743044.99038982,9.5790558717,-26.30191478949489,-11.48385027197912,151025797.89772707,30.256038241254178
2024-101/00:00.000000,-141555269.64801,-48526405.36101731,-20732320.34214064,10.06686964306139,-26.13072084517447,-11.41548993914875,151071292.7367464,30.240202493528923
2024-102/00:00.000000,-140664561.4466148,-50776426.31992136,-21715536.35519614,10.55074444905037,-25.95193230439309,-11.34359401599788,151116937.6211175,30.224131483977363
2024-103/00:00.000000,-139732221.53046,-53010675.72841961,-22692389.2926206,11.03054685027479,-25.76565586504018,-11.26820318221828,151162726.90987366,30.20785310027081
2024-104/00:00.000000,-138758607.3524167,-55228511.16422021,-23662578.96892165,11.50614778611366,-25.57199721035123,-11.18935929245715,151208654.52499402,30.19139346863269
2024-105/00:00.000000,-137744087.3014597,-57429299.3904221,-24625808.92622218,11.97742303022235,-25.37106055126918,-11.10710512665648,151254713.91086525,30.174776887918604
2024-106/00:00.000000,-136689040.381418,-59612416.00222299,-25581786.37454613,12.44425208910401,-25.16294887168091,-11.02148447010322,151300897.86953652,30.15802589528571
2024-107/00:00.000000,-135593855.7897713,-61777245.47335103,-26530222.36812718,12.90651864920978,-24.94776354651035,-10.93254178817114,151347198.47131047,30.141161217927536
2024-108/00:00.000000,-134458932.5889024,-63923180.98235594,-27470831.83665969,13.36411017186927,-24.72560437648907,-10.84032210121337,151393606.9378363,30.124201827211458
2024-109/00:00.000000,-133284679.4742781,-66049624.2389587,-28403333.60380699,13.81691766594525,-24.49656981845694,-10.74487097480517,151440113.59107548,30.10716524223521
2024-110/00:00.000000,-132071514.3267401,-68155985.42007971,-29327450.45772526,14.26483565906107,-24.26075685513941,-10.64623425654555,151486707.65281937,30.090067520852426
2024-111/00:00.000000,-130819864.0552135,-70241683.01958594,-30242909.15545753,14.70776199649662,-24.01826133863345,-10.54445810203712,151533377.2442025,30.072923658036657
2024-112/00:00.000000,-129530164.2480491,-72306143.7768829,-31149440.45349953,15.14559790577849,-23.7691783167961,-10.4395889103987,151580109.2445046,30.055748042550718
2024-113/00:00.000000,-128202858.8190431,-74348802.62079765,-32046779.12260831,15.5782480434953,-23.51360251633472,-10.33167327536849,151626889.14785224,30.038555026329263
2024-114/00:00.000000,-126838399.8381701,-76369102.70123334,-32934663.98053476,16.00562021932423,-23.25162955303941,-10.22075819689581,151673701.12319988,30.02135995581195
2024-115/00:00.000000,-125437247.2255262,-78366495.52220191,-33812837.93168905,16.427625009539,-22.98335722030162,-10.1068911937363,151720528.01431894,30.004180078316526
2024-116/00:00.000000,-123999868.4843794,-80340441.12959109,-34681047.98749689,16.8441745865202,-22.70888652830591,-9.990120296276915,151767351.41179654,29.987034671516465
2024-117/00:00.000000,-122526738.7466271,-82290408.50474828,-35539045.35535006,17.25518083646381,-22.42832249995833,-9.870494199213958,151814152.12203434,29.969944471051686
2024-118/00:00.000000,-121018340.8502181,-84215875.862824,-36386585.48474632,17.6605538014016,-22.14177268276541,-9.748061917025861,151860910.61468354,29.952929226465095
2024-119/00:00.000000,-119475165.4571575,-86116330.61261572,-37223428.00094311,18.06020124717185,-21.84934386993768,-9.622872113911388,151907607.2859351,29.936004482158676
2024-120/00:00.000000,-117897711.2604053,-87991269.31680265,-38049336.74058601,18.4540305121991,-21.55113950992354,-9.494972879254334,151954222.78707,29.9191805753289
2024-121/00:00.000000,-116286484.8787565,-89840197.32878435,-38864079.69009089,18.84195120596334,-21.24725854796117,-9.364411542432425,152000737.86561006,29.9024635203833
2024-122/00:00.000000,-114642000.6068911,-91662628.27509451,-39667428.83113195,19.22387650428288,-20.93779635894091,-9.23123475964032,152047132.94081375,29.885856845805684
2024-123/00:00.000000,-112964780.0320249,-93458084.00163707,-40459160.1959959,19.59972404681319,-20.62284696787043,-9.095488990234701,152093387.87963822,29.869364233992503
2024-124/00:00.000000,-111255351.6274369,-95226094.53692436,-41239053.86516209,19.96941543389218,-20.30250459717538,-8.95722068186119,152139481.75997454,29.852990604514993
2024-125/00:00.000000,-109514250.6607868,-96966198.0097501,-42006893.8826983,20.33287450732503,-19.97686498682621,-8.816476601609988,152185392.82050687,29.83674211604289
2024-126/00:00.000000,-107742018.8066672,-98677940.93840499,-42762468.37488546,20.69002742804161,-19.64602567806768,-8.6733038895454,152231098.4848124,29.82062642327978
2024-127/00:00.000000,-105939203.9412561,-100360878.3467392,-43505569.56189683,21.0408018767388,-19.31008578647827,-8.5277499484297,152276575.40521812,29.804651916777487
2024-128/00:00.000000,-104106360.3491818,-102014573.9452565,-44235993.79500346,21.38512660555578,-18.96914686362259,-8.379863000177204,152321799.84958646,29.78882804964088
2024-129/00:00.000000,-102244048.3105589,-103638600.2374345,-44953541.58937042,21.72293145312556,-18.62331166417682,-8.229691532221425,152366747.60437042,29.773164275464126
2024-130/00:00.000000,-100352834.0954011,-105232538.6176809,-45658017.64505296,22.0541469989576,-18.27268416576818,-8.077284406766807,152411394.16125283,29.75766976531166
2024-131/00:00.000000,-98433289.98042081,-106795979.6344706,-46349230.96411699,22.37870533944479,-17.91736945876662,-7.922690911659481,152455715.05660564,29.742353845540354
2024-132/00:00.000000,-96485994.05803989,-108328522.8700212,-47026994.77754206,22.6965393696319,-17.55747317733276,-7.765960501201507,152499685.75172797,29.7272250005989
2024-133/00:00.000000,-94511530.18354793,-109829776.9978859,-47691126.56728681,23.00758299384459,-17.19310147491169,-7.60714282793736,152543281.74750274,29.71229098453864
2024-134/00:00.000000,-92510487.80591032,-111299359.9818897,-48341448.16577786,23.31177174668564,-16.8243604853543,-7.446287480352788,152586478.74969244,29.69755890558651
2024-135/00:00.000000,-90483461.93460137,-112736898.903954,-48977785.65968945,23.60904238330603,-16.45135651418632,-7.283444080471774,152629252.59031206,29.68303507202322
2024-136/00:00.000000,-88431053.00043543,-114142030.0134617,-49599969.41131023,23.89933318080168,-16.07419588000657,-7.118662189095719,152671579.26727134,29.668725133349586
2024-137/00:00.000000,-86353866.62764053,-115514398.7773874,-50207834.07771181,24.18258407204683,-15.69298464889733,-6.951991140544762,152713434.9336058,29.654634046137765
2024-138/00:00.000000,-84252513.60092436,-116853659.8018427,-50801218.56041329,24.45873667679693,-15.30782875330056,-6.783480083785899,152754795.8801347,29.6407662352441
2024-139/00:00.000000,-82127609.69476199,-118159476.8293394,-51379965.99356856,24.72773445490922,-14.91883395130012,-6.613177930198805,152795638.49880868,29.627125747791304
2024-140/00:00.000000,-79979775.41307245,-119431522.7440548,-51943923.73102517,24.98952294779516,-14.52610572944006,-6.441133272097581,152835939.20496497,29.61371646129838
2024-141/00:00.000000,-77809635.91690543,-120669479.5321638,-52492943.31081776,25.24404986794035,-14.12974949425046,-6.267394461848764,152875674.42048264,29.600542357290397
2024-142/00:00.000000,-75617820.80510372,-121873038.2953626,-53026880.44443344,25.49126545985987,-13.72987085189486,-6.092009753663647,152914820.52542827,29.587608068133694
2024-143/00:00.000000,-73404963.77383292,-123041899.2589466,-53545595.00350565,25.73112285837273,-13.32657581617715,-5.91502744193935,152953353.75259328,29.57491937733533
2024-144/00:00.000000,-71171702.49953726,-124175771.8840205,-54048951.06861578,25.96357806806432,-12.91997191578121,-5.736496542964049,152991250.30959305,29.562483877179268
2024-145/00:00.000000,-68918678.35899416,-125274375.0389428,-54536817.02015557,26.188589770358,-12.51016903608543,-5.556467403185164,153028486.49463314,29.550311224658692
2024-146/00:00.000000,-66646536.16265851,-126337437.1150436,-55009065.61090452,26.40611806045644,-12.09727959332005,-5.374991951569547,153065038.78633732,29.538411992880707
2024-147/00:00.000000,-64355924.19224455,-127364696.413399,-55465574.20160341,26.61612323719094,-11.68141866667925,-5.192123866268648,153100884.36266068,29.526796448078386
2024-148/00:00.000000,-62047494.18465876,-128355901.2498724,-55906224.83992452,26.81856485815251,-11.26270202611331,-5.007917377373593,153136001.30640233,29.515472458331917
2024-149/00:00.000000,-59721901.43535538,-129310809.7656267,-56330904.15670892,27.01340149606332,-10.84124408672995,-4.822425869070915,153170368.53258768,29.504444156741158
2024-150/00:00.000000,-57379804.73448943,-130229190.0110856,-56739503.3983048,27.20059309657744,-10.4171569410099,-4.635701128320282,153203965.90231538,29.493713711404958
2024-151/00:00.000000,-55021866.21853776,-131110819.6114133,-57131918.20846973,27.38010201246265,-9.99055036909549,-4.447793270007462,153236773.84859842,29.483282515062992
2024-152/00:00.000000,-52648751.31150188,-131955485.5380142,-57508048.46335652,27.55189326119287,-9.561533315579434,-4.258751622880527,153268773.12844,29.473152308609407
2024-153/00:00.000000,-50261128.09840479,-132762984.2351765,-57867798.33447433,27.71593562391226,-9.130214253723683,-4.068625117244107,153299944.7646129,29.463326529304485
2024-154/00:00.000000,-47859667.30743289,-133533121.515137,-58211076.2147909,27.87220034677187,-8.696702324409207,-3.877463026482165,153330269.97445318,29.453809651922967
2024-155/00:00.000000,-45445042.20487173,-134265712.7047048,-58537794.79782011,28.02066100826571,-8.261108125594136,-3.685315506044694,153359730.33654106,29.44460733618285
2024-156/00:00.000000,-43017928.02245428,-134960582.6349917,-58847871.09826734,28.16129310142776,-7.823542634418478,-3.49223307625349,153388307.66821754,29.435725578894186
2024-157/00:00.000000,-40579002.16374113,-135617565.8503627,-59141226.56582474,28.29407376867686,-7.384118237256539,-3.298267197122872,153415984.38067847,29.42717076228582
2024-158/00:00.000000,-38128947.65472623,-136236505.8048675,-59417786.76120926,28.4188518260287,-6.942918689972138,-3.103457183589401,153442743.5455228,29.41881550191496
2024-159/00:00.000000,-35668449.50819191,-136817255.6771273,-59677481.72910083,28.53586527586113,-6.500115969771461,-2.907880781692219,153468568.66103244,29.410931391289022
2024-160/00:00.000000,-33198182.82926267,-137359681.0465408,-59920247.16753498,28.6449686951501,-6.055795545476841,-2.711578412865551,153493443.96745762,29.40339348993352
2024-161/00:00.000000,-30718831.93791331,-137863655.7310408,-60146022.65117601,28.74614281182094,-5.610071112015284,-2.514602815754478,153517354.875312,29.396204716943878
2024-162/00:00.000000,-28231082.67544926,-138329063.32512,-60354752.28553457,28.8393710763055,-5.163056812017046,-2.317006947996299,153540287.5888975,29.38936884177721
2024-163/00:00.000000,-25735622.20836954,-138755797.3098899,-60546384.76323757,28.92463826849806,-4.71486647216983,-2.11884356939116,153562229.22793606,29.382888947232605
2024-164/00:00.000000,-23233138.99124266,-139143760.9806987,-60720873.32197944,29.00193046489468,-4.265613596314988,-1.920165193586047,153583167.7763683,29.376767426221573
2024-165/00:00.000000,-20724322.61280268,-139492867.4155942,-60878175.71880332,29.07123510753223,-3.815411235472268,-1.721023973692612,153603092.047112,29.371006061951768
2024-166/00:00.000000,-18209863.68438548,-139803039.4434731,-61018254.20140159,29.13254111628866,-3.364371877202228,-1.52147160540061,153621991.6510135,29.365606172296168
2024-167/00:00.000000,-15690453.7074561,-140074209.5813729,-61141075.45966368,29.18583901423244,-2.912607425548782,-1.321559285343721,153639856.92442077,29.36056879429846
2024-168/00:00.000000,-13166784.93164096,-140306319.991918,-61246610.58567295,29.23112107636096,-2.46022916737368,-1.121337675104642,153656678.87646028,29.35589489554831
2024-169/00:00.000000,-10639550.17581431,-140499322.4226853,-61334835.02409178,29.26838161692428,-2.007347797029868,-0.9208569278072246,153672449.1137234,29.35158573456709
2024-170/00:00.000000,-8109442.679417443,-140653178.1758378,-61405728.54194984,29.29761723670241,-1.554073686478519,-0.7201669049210646,153687159.80621922,29.347643195702627
2024-171/00:00.000000,-5577155.818371701,-140767858.0649528,-61459275.20076048,29.31882721731069,-1.100517075624976,-0.5193174420709028,153700803.63947323,29.344070232977213
2024-172/00:00.000000,-3043382.975272787,-140843342.4931028,-61495463.41616865,29.33201361219945,-0.6467890692524182,-0.3183591808955715,153713373.93126523,29.340871002995442
2024-173/00:00.000000,-508817.1658790179,-140879621.4417381,-61514285.99212374,29.3371808725851,-0.1930018351893747,-0.1173440007980759,153724864.65629598,29.338050393195573
2024-174/00:00.000000,2025848.971208783,-140876694.77501,-61515740.36021356,29.3343349987043,0.260730170639671,0.08367408129944388,153735270.8614737,29.33561302222899
2024-175/00:00.000000,4559923.379306421,-140834572.1903044,-61499828.61734535,29.32348172023006,0.7142914070027551,0.2846397848074391,153744588.66969612,29.333561192222803
2024-176/00:00.000000,7092714.433282583,-140753273.4999791,-61466557.72104581,29.30462611191759,1.167565917856724,0.4854975223736643,153752815.6394759,29.33189440823851
2024-177/00:00.000000,9623530.92819447,-140632828.4031142,-61415939.33439348,29.27777255096167,1.620439406375904,0.6861932353197252,153759950.4959324,29.33060944767052
2024-178/00:00.000000,12151682.03831142,-140473276.4080869,-61347989.71606311,29.24292636219134,2.072799657329647,0.8866749216577322,153765993.0003549,29.329702232731034
2024-179/00:00.000000,14676477.55539594,-140274666.6369519,-61262729.54002658,29.20009524399504,2.524536648550894,1.086892524827364,153770943.69300225,29.32916948890275
2024-180/00:00.000000,17197227.95200347,-140037057.6392333,-61160183.74049893,29.1492895130898,2.975541239010619,1.286796828831713,153774803.6469522,29.32900903306607
2024-181/00:00.000000,19713244.82229717,-139760517.3917066,-61040381.50449216,29.09052251578905,3.425704874048884,1.4863389232191,153777574.4939271,29.32922019966416
2024-182/00:00.000000,22223840.96774843,-139445123.2386874,-60903356.24568997,29.02380985402428,3.874918669319247,1.685469494041635,153779258.36861718,29.32980294089513
2024-183/00:00.000000,24728330.60257959,-139090961.9916896,-60749145.68288955,28.9491693197309,4.323073170206187,1.884138596386596,153779858.0548345,29.330757647694664
2024-184/00:00.000000,27226029.62344369,-138698129.8811546,-60577791.84709074,28.86662026629625,4.770058634214155,2.082295804143699,153779376.9874742,29.332084494429317
2024-185/00:00.000000,29716255.60857242,-138266732.674342,-60389341.16632076,28.77618352047866,5.215764673980432,2.279890060783484,153777819.39647296,29.333783217100876
2024-186/00:00.000000,32198328.0089945,-137796885.7231957,-60183844.51491165,28.67788135703434,5.660080639644218,2.476869946313873,153775190.39878088,29.33585309320944
2024-187/00:00.000000,34671568.25161405,-137288713.8690428,-59961357.18044721,28.57173695700305,6.102895782666046,2.673183847021092,153771495.914436,29.338292410333487
2024-188/00:00.000000,37135299.80509073,-136742351.577503,-59721938.94198056,28.45777481094057,6.544099294352181,2.868780045930297,153766742.8202505,29.341098849846645
2024-189/00:00.000000,39588848.33917467,-136157942.8907741,-59465654.0487121,28.33602054898076,6.983580718658076,3.063607015732618,153760938.9165876,29.34426942612678
2024-190/00:00.000000,42031541.71552693,-135535641.3221701,-59192571.16171927,28.20650074402539,7.421229812130898,3.257613407145199,153754092.7856271,29.347800279707123
2024-191/00:00.000000,44462710.21724273,-134875609.946116,-58902763.39246645,28.06924332997365,7.856937007372365,3.450748343443266,153746213.9158822,29.35168724937059
2024-192/00:00.000000,46881686.54076854,-134178021.2410622,-58596308.20906378,27.92427734528534,8.290593305147311,3.642961401885856,153737312.49376455,29.355925643443772
2024-193/00:00.000000,49287805.9714781,-133443057.0874205,-58273287.42008056,27.7716331989293,8.722090521345516,3.834202771159192,153727399.4090252,29.36051063058649
2024-194/00:00.000000,51680406.48232826,-132670908.668474,-57933787.10597154,27.61134269126369,9.151321322617486,4.024423284126024,153716486.13449788,29.36543733599093
2024-195/00:00.000000,54058828.84500812,-131861776.4052088,-57577897.56812088,27.44343917050852,9.578179312621351,4.213574464077554,153704584.6459896,29.370701084830362
2024-196/00:00.000000,56422416.80398485,-131015869.8649334,-57205713.26351757,27.26795775554776,10.00255908272447,4.401608531922957,153691707.3379548,29.37629769099619
2024-197/00:00.000000,58770517.21342725,-130133407.6858747,-56817332.75258312,27.08493556122248,10.42435614508693,4.588478314003475,153677866.95093596,29.382223684283428
2024-198/00:00.000000,61102480.22329187,-129214617.4970967,-56412858.65075215,26.89441207267512,10.84346675425745,4.774137035012481,153663076.51973042,29.388476592273673
2024-199/00:00.000000,63417659.55206538,-128259735.8648302,-55992397.60674054,26.69642952867054,11.25978753656347,4.95853792842485,153647349.3976678,29.39505508304841
2024-200/00:00.000000,65715412.60877894,-127269008.3445156,-55556060.36004283,26.4910330023399,11.67321446023296,5.141633414697885,153630699.3477123,29.40195843029494
2024-201/00:00.000000,67995100.9242413,-126242689.4194898,-55103961.75346246,26.27826995307784,12.08364266387486,5.323374791736433,153613140.65694568,29.40918582566245
2024-202/00:00.000000,70256090.0911609,-125181042.8663298,-54636221.00029606,26.05818930202479,12.49096494530956,5.503711364501818,153594688.4927744,29.416734586776588
2024-203/00:00.000000,72497749.97264414,-124084341.6708821,-54152961.68143917,25.83083956603733,12.89507324935202,5.682591617803265,153575358.88893,29.424599135540344
2024-204/00:00.000000,74719454.57161659,-122952868.1430496,-53654311.81687941,25.5962681085567,13.29585984671387,5.859964425786935,153555168.75906503,29.432771076133204
2024-205/00:00.000000,76920582.00525922,-121786913.9334412,-53140403.83920602,25.35452234995898,13.69321918732987,6.035780490707981,153534135.81888923,29.441241506411366
2024-206/00:00.000000,79100514.43082617,-120586779.5815781,-52611374.28073152,25.10565020255824,14.08704855340353,6.209992727658124,153512278.00011522,29.450002015564074
2024-207/00:00.000000,81258638.25475544,-119352774.4042489,-52067363.67102741,24.84970204327297,14.47724768300206,6.382555745635122,153489613.35758117,29.45904631790672
2024-208/00:00.000000,83394344.48027074,-118085216.3196702,-51508516.42967062,24.58673127521039,14.86371826964107,6.55342521318355,153466160.0136754,29.4683704609444
2024-209/00:00.000000,85507028.70896806,-116784431.7186227,-50934980.80016121,24.31679394330938,15.24636227715643,6.722556706329355,153441935.9874957,29.477971419985472
2024-210/00:00.000000,87596091.4965928,-115450755.4674837,-50346908.88164487,24.03994868344361,15.62508182455256,6.889905534593371,153416959.35400632,29.487846869552634
2024-211/00:00.000000,89660938.65713039,-114084530.8009867,-49744456.60604011,23.75625587375326,15.99977921967238,7.055426756309588,153391248.29008073,29.497994422183105
2024-212/00:00.000000,91700981.22596623,-112686109.4848652,-49127783.8482951,23.46577780846081,16.37035631706879,7.219074867188279,153364821.17645118,29.50841127614151
2024-213/00:00.000000,93715635.68866633,-111255851.8159298,-48497054.45320191,23.16857847368473,16.73671490992719,7.380804064372408,153337696.69085222,29.5190942121218
2024-214/00:00.000000,95704324.1220654,-109794126.4378551,-47852436.16094562,22.86472276623945,17.0987568750323,7.540568385723805,153309893.68742788,29.530039035331974
2024-215/00:00.000000,97666474.27264935,-108301310.5545922,-47194100.73281851,22.55427707776831,17.45638418945994,7.698321759706742,153281431.3890359,29.54124102651658
2024-216/00:00.000000,99601519.70543614,-106777789.8608143,-46522223.92688029,22.23730906645215,17.80949929413123,7.854018236798902,153252329.36009616,29.552695005507456
2024-217/00:00.000000,101508899.7907426,-105223958.3615663,-45836985.41434621,21.913887169302,18.15800500439081,8.007611967185804,153222607.28064463,29.564394903758775
2024-218/00:00.000000,103388059.921467,-103640218.4880248,-45138568.84622703,21.58408110075136,18.50180488244421,8.159057410882406,153192285.11924464,29.576334436605283
2024-219/00:00.000000,105238451.6022017,-102026980.9799275,-44427161.79859408,21.24796159795448,18.84080344230177,8.308309447107423,153161383.02126256,29.58850709800163
2024-220/00:00.000000,107059532.3726786,-100384664.7520747,-43702955.71222916,20.90560027926161,19.174905984958,8.45532326995847,153129921.07105687,29.6009059686987
2024-221/00:00.000000,108850766.0771296,-98713696.86914837,-42966145.886057,20.55706985997232,19.50401904428418,8.6000546084741,153097919.37663305,29.6135242647058
2024-222/00:00.000000,110611622.9333776,-97014512.41386239,-42216931.41882991,20.20244401773548,19.82805048050914,8.742459741223989,153065397.93590632,29.62635536940508
2024-223/00:00.000000,112341579.4524842,-95287554.3801922,-41455515.17152043,19.84179741415753,20.14690942578711,8.882495414390233,153032376.4167997,29.639392855151428
2024-224/00:00.000000,114040118.7070451,-93533273.53988211,-40682103.71269304,19.47520586912851,20.46050662151201,9.020118973963294,152998874.16675216,29.652630931475997
2024-225/00:00.000000,115706730.428024,-91752128.28853284,-39896907.26089323,19.10274649543713,20.76875452672178,9.155288356944016,152964910.09641105,29.666064672601195
2024-226/00:00.000000,117340910.9593334,-89944584.5530292,-39100139.67241083,18.72449795505564,21.07156711516414,9.287961904662094,152930502.50877118,29.679690037131518
2024-227/00:00.000000,118942163.5930407,-88111115.60708182,-38292018.37387705,18.3405412243533,21.3688598793873,9.418098332260064,152895669.15012187,29.693504359425326
2024-228/00:00.000000,120509998.7970723,-86252201.9319685,-37472764.32467781,17.95096021191608,21.6605492962509,9.545656465061002,152860427.23450792,29.707506218026285
2024-229/00:00.000000,122043934.3350669,-84368331.35379988,-36642602.12924132,17.55584256422667,21.94655082846888,9.670594314031396,152824793.5847079,29.721694026301012
2024-230/00:00.000000,123543495.7628488,-82459999.03229295,-35801760.03286666,17.15527953767534,22.22677779422794,9.79286880117956,152788784.95217428,29.736064744462784
2024-231/00:00.000000,125008216.6141774,-80527707.66765738,-34950470.01237611,16.74936390955728,22.50113998246055,9.91243535022659,152752418.2373254,29.750611194687856
2024-232/00:00.000000,126437638.4463815,-78571968.10217862,-34088968.06765972,16.33818831398571,22.76954386140713,10.02924804686741,152715710.8200253,29.765321120817696
2024-233/00:00.000000,127831310.6971303,-76593299.18334053,-33217494.1158132,15.92184226744603,23.03189624896648,10.14326122782494,152678680.20673043,29.780178883755614
2024-234/00:00.000000,129188790.2967449,-74592227.61893219,-32336291.93096516,15.50041230120867,23.28810674723408,10.254430191419,152641343.46675387,29.795167996316387
2024-235/00:00.000000,130509641.846135,-72569287.82803936,-31445609.1442909,15.07398519626594,23.5380902393282,10.36271214601108,152603717.14060825,29.810275490727822
2024-236/00:00.000000,131793437.3673897,-70525021.37208107,-30545697.00391378,14.64264891054995,23.78176497492525,10.46806524531185,152565816.5451864,29.8254908160841
2024-237/00:00.000000,133039756.5237968,-68459976.83052401,-29636810.37435352,14.20649454892569,24.01905089282211,10.5704479429855,152527655.76351196,29.84080533222923
2024-238/00:00.000000,134248187.1461322,-66374709.54592234,-28719207.64905308,13.76561584794852,24.2498689979112,10.66981898709573,152489247.84166887,29.85621146941679
2024-239/00:00.000000,135418325.2044061,-64269781.79797973,-27793150.84396797,13.32010972302985,24.47413934549406,10.76613658099864,152450604.74580538,29.871700932771336
2024-240/00:00.000000,136549775.1635297,-62145762.85953049,-26858905.62582014,12.87007596949837,24.69178103808542,10.85935855875277,152411737.5729974,29.887264421505208
2024-241/00:00.000000,137642150.2087834,-60003228.91499471,-25916741.255794,12.4156163625113,24.90271188710478,10.94944234511342,152372656.5747356,29.902890774341046
2024-242/00:00.000000,138695071.9930325,-57842764.34522453,-24966931.14589447,11.95681935170231,25.106815527308,11.03633078781643,152333371.37046984,29.91852790813114
2024-243/00:00.000000,139708171.2770948,-55664960.84828803,-24009752.4460654,11.49382364979038,25.30407276319059,11.12000918215712,152293890.88322896,29.934239337397287
2024-244/00:00.000000,140681089.5415635,-53470414.49659499,-23045484.73390683,11.02672267077001,25.49436568323234,11.20042042473966,152254223.4148525,29.94997015256231
2024-245/00:00.000000,141613476.8468873,-51259730.79066537,-22074412.17314326,10.55562772846401,25.67760689648657,11.27752110956466,152214376.7788877,29.96570131081683
2024-246/00:00.000000,142504993.095183,-49033522.79704802,-21096822.6634925,10.08065299593644,25.85370869880806,11.35126824501511,152174358.35725296,29.98141272651431
2024-247/00:00.000000,143355308.028733,-46792411.18976908,-20113007.8047669,9.601915173603986,26.02258226259508,11.42161893573659,152134174.8849349,29.99708222023921
